,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
4623,TP10619,California,No,Basic,High School or Below,2011-01-27,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize
4624,TH69908,Washington,No,Extended,College,2011-01-25,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Sports Car,Medsize
4625,HD53787,California,No,Extended,College,2011-02-10,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Large
4626,TN82637,Nevada,No,Basic,College,2011-01-11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
4627,IC41932,Nevada,No,Basic,College,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
4628,AW73065,Oregon,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
4629,NM51858,Oregon,No,Basic,High School or Below,2011-01-16,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
4630,AZ62651,Oregon,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Web,Luxury SUV,Medsize
4631,ZI72165,Arizona,No,Basic,High School or Below,2011-01-26,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize
4632,CZ20440,California,No,Basic,High School or Below,2011-01-28,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Large
4633,ZF48094,Oregon,No,Extended,High School or Below,2011-01-31,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize
4634,NJ21108,Oregon,No,Basic,Bachelor,2011-01-04,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Small
4635,FL76894,Washington,No,Basic,High School or Below,2011-02-08,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,SUV,Medsize
4636,UI36374,Oregon,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,SUV,Medsize
4637,DW37404,California,No,Basic,Bachelor,2011-02-10,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
4638,YK60829,Oregon,Yes,Basic,High School or Below,2011-01-01,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Large
4639,SI31236,Oregon,No,Basic,Bachelor,2011-01-15,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
4640,LX30483,California,No,Basic,College,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
4641,TU82820,California,No,Basic,Master,2011-01-06,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Large
4642,NA45983,Arizona,No,Basic,College,2011-01-12,Employed,M,Rural,Divorced,Special Auto,Special L1,Offer1,Agent,Four-Door Car,Small
4643,NE49052,California,No,Extended,High School or Below,2011-02-07,Medical Leave,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Medsize
4644,QH46481,Washington,No,Basic,High School or Below,2011-01-26,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize
4645,GV19121,Oregon,No,Basic,College,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large
4646,KN24990,Arizona,No,Basic,College,2011-01-14,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Luxury Car,Small
4647,HH23204,California,Yes,Basic,Doctor,2011-01-27,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
4648,DL20327,Oregon,No,Basic,College,2011-01-08,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
4649,OL72669,Arizona,No,Premium,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
4650,KL27677,Nevada,No,Extended,College,2011-01-30,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Large
4651,WM46083,Arizona,No,Basic,Master,2011-02-21,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize
4652,UX94928,Arizona,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Small
4653,OX24868,California,No,Premium,High School or Below,2011-02-25,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
4654,KW59167,Oregon,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
4655,JS42382,Oregon,No,Extended,Master,2011-01-27,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
4656,KS45476,Washington,No,Extended,High School or Below,2011-02-10,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large
4657,GP56044,Washington,No,Extended,High School or Below,2011-01-22,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Large
4658,UK45178,California,No,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Small
4659,XA55917,California,No,Basic,College,2011-02-28,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Web,SUV,Medsize
4660,SP58110,California,No,Basic,Bachelor,2011-01-16,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
4661,NM70181,Oregon,No,Extended,Master,2011-01-15,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
4662,HX31231,Arizona,No,Premium,Bachelor,2011-02-01,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
4663,KT38145,California,No,Basic,College,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
4664,NK82261,California,No,Extended,High School or Below,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
4665,HG97353,Oregon,No,Premium,Bachelor,2011-01-04,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer3,Agent,Four-Door Car,Medsize
4666,RQ99149,California,No,Basic,Master,2011-01-14,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Medsize
4667,WJ44028,California,No,Extended,Master,2011-01-23,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
4668,LA35379,Oregon,No,Basic,Master,2011-01-08,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small
4669,CL38926,Oregon,No,Basic,Bachelor,2011-02-15,Medical Leave,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,SUV,Medsize
4670,CS51928,Arizona,No,Basic,Bachelor,2011-02-08,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Small
4671,LG98245,Nevada,No,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
4672,EU98982,Arizona,No,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
4673,PD69398,Washington,No,Extended,College,2011-02-26,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Four-Door Car,Medsize
4674,GR26937,Oregon,No,Extended,Master,2011-02-01,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
4675,IH20118,Oregon,Yes,Basic,High School or Below,2011-02-26,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4676,FZ13256,California,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize
4677,EZ60033,California,No,Extended,Bachelor,2011-01-12,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small
4678,BY88565,California,No,Basic,College,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
4679,GY99495,Oregon,No,Extended,Master,2011-02-14,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize
4680,JQ93340,Nevada,No,Basic,High School or Below,2011-02-22,Employed,M,Urban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Small
4681,GI68556,California,No,Basic,Bachelor,2011-02-16,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize
4682,FB76635,Oregon,No,Basic,College,2011-01-27,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize
4683,KL39986,Arizona,No,Basic,High School or Below,2011-01-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize
4684,LI72489,Nevada,No,Premium,Bachelor,2011-02-26,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,SUV,Medsize
4685,JN33628,California,No,Premium,Bachelor,2011-02-22,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Small
4686,HT92952,California,Yes,Basic,Bachelor,2011-01-21,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
4687,QQ26855,California,Yes,Basic,High School or Below,2011-02-03,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
4688,JE71423,Washington,No,Extended,College,2011-02-20,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
4689,ZM70632,California,No,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
4690,BR44176,California,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
4691,MV93555,Oregon,No,Extended,High School or Below,2011-01-14,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
4692,LE96510,Oregon,No,Basic,High School or Below,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
4693,QU40939,Arizona,No,Extended,College,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
4694,UB17669,Nevada,Yes,Basic,Bachelor,2011-01-11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
4695,RP12388,Arizona,No,Basic,Bachelor,2011-01-15,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
4696,BR13613,Oregon,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4697,HY25004,Arizona,No,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
4698,XX89213,Nevada,No,Extended,Master,2011-01-21,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Branch,Luxury SUV,Medsize
4699,MY23958,California,No,Basic,Bachelor,2011-02-06,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize
4700,SS12362,California,No,Extended,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Medsize
4701,EO99750,Nevada,No,Premium,Master,2011-02-25,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Sports Car,Small
4702,KN27565,Oregon,No,Basic,Master,2011-01-23,Employed,M,Rural,Single,Special Auto,Special L2,Offer3,Agent,Luxury SUV,Small
4703,IN78205,Arizona,No,Basic,College,2011-01-23,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
4704,LK57934,Nevada,No,Extended,Bachelor,2011-02-01,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4705,KO46064,California,No,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4706,UN98304,Oregon,No,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Small
4707,ZU71467,Arizona,No,Basic,Bachelor,2011-01-10,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Web,Two-Door Car,Medsize
4708,MI62456,Arizona,Yes,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
4709,OH15780,California,Yes,Premium,College,2011-01-01,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
4710,IA11038,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
4711,MR33456,Washington,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
4712,DH13219,Washington,No,Extended,Bachelor,2011-01-28,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
4713,UD99395,Oregon,No,Basic,High School or Below,2011-02-22,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Small
4714,QD86074,Oregon,Yes,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Large
4715,XX37955,Nevada,No,Basic,College,2011-02-22,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,SUV,Medsize
4716,SX98462,Oregon,No,Basic,College,2011-02-28,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
4717,FW43809,Oregon,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize
4718,RN36393,California,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
4719,ST99840,Nevada,No,Basic,Bachelor,2011-02-16,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Call Center,Four-Door Car,Medsize
4720,VL34577,Oregon,No,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4721,SR38658,Arizona,No,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize
4722,PZ98142,Arizona,No,Extended,College,2011-01-26,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
4723,DA79544,Oregon,No,Basic,Bachelor,2011-02-01,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4724,IR45546,Oregon,No,Extended,Bachelor,2011-01-18,Employed,F,Urban,Married,Special Auto,Special L3,Offer1,Branch,Sports Car,Medsize
4725,XU56756,Oregon,Yes,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
4726,TU72516,Oregon,No,Basic,College,2011-02-10,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4727,PS31050,Washington,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4728,LR82946,Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Luxury SUV,Medsize
4729,SJ30138,California,No,Basic,High School or Below,2011-01-02,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
4730,ZI47098,California,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
4731,CA22248,Oregon,No,Basic,Master,2011-02-14,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
4732,ZY60545,California,No,Basic,College,2011-01-10,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
4733,BM46418,Nevada,No,Basic,College,2011-02-20,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
4734,JL15127,Nevada,Yes,Basic,College,2011-01-28,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4735,TW81986,Arizona,No,Extended,Bachelor,2011-01-20,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
4736,CV95479,California,No,Premium,Bachelor,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
4737,RJ32720,Arizona,No,Extended,College,2011-02-25,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
4738,KV99550,California,No,Basic,High School or Below,2011-02-14,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
4739,CM84035,Arizona,No,Premium,College,2011-01-07,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
4740,UA51318,Arizona,No,Basic,High School or Below,2011-02-17,Employed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
4741,EJ19449,California,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Medsize
4742,DH93540,Oregon,Yes,Basic,College,2011-01-10,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4743,XO56170,California,No,Basic,High School or Below,2011-02-13,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4744,HG83893,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
4745,KS42294,California,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
4746,EA61783,California,No,Basic,Bachelor,2011-01-15,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
4747,RQ22171,California,No,Basic,High School or Below,2011-01-30,Unemployed,F,Rural,Single,Corporate Auto,Corporate L2,Offer2,Agent,SUV,Medsize
4748,MD43085,Oregon,No,Premium,Doctor,2011-02-08,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4749,SY66568,Oregon,No,Premium,College,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
4750,KR88393,California,No,Extended,High School or Below,2011-01-19,Disabled,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
4751,XH72278,Arizona,No,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
4752,EL11108,Oregon,No,Basic,Doctor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
4753,RD62882,Arizona,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Large
4754,No74162,Arizona,No,Basic,High School or Below,2011-01-08,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,SUV,Small
4755,SZ14518,California,No,Basic,College,2011-01-18,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
4756,DV36320,California,No,Extended,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Luxury SUV,Medsize
4757,WE52979,California,Yes,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Large
4758,ZW10467,Arizona,No,Basic,High School or Below,2011-01-16,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Web,Luxury Car,Medsize
4759,DX98298,Washington,No,Basic,High School or Below,2011-01-08,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Sports Car,Small
4760,WC83676,Nevada,No,Basic,College,2011-02-18,Employed,M,Urban,Married,Special Auto,Special L3,Offer2,Web,Four-Door Car,Medsize
4761,ZB82406,Oregon,No,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
4762,IN65727,Washington,No,Basic,Master,2011-01-15,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
4763,DA79098,California,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small
4764,UX93878,Oregon,No,Basic,Bachelor,2011-01-16,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
4765,HM94328,Arizona,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
4766,QG15661,Oregon,No,Basic,College,2011-02-08,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
4767,XO38850,Arizona,No,Extended,College,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small
4768,YF30946,California,No,Basic,College,2011-02-19,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4769,VD87432,Washington,No,Extended,Bachelor,2011-01-12,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
4770,QP76867,Oregon,No,Basic,College,2011-02-21,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large
4771,CE17855,Oregon,No,Extended,Master,2011-01-02,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
4772,VU71619,California,No,Basic,Bachelor,2011-01-10,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
4773,TP51897,California,No,Basic,College,2011-02-20,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize
4774,JQ68425,California,No,Basic,College,2011-01-23,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small
4775,LR97507,Arizona,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Large
4776,OL61964,California,No,Basic,Bachelor,2011-02-16,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
4777,ZQ94281,California,No,Extended,College,2011-01-27,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
4778,WK46492,Arizona,No,Extended,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,SUV,Large
4779,SY28542,Nevada,No,Extended,Bachelor,2011-02-06,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
4780,HO61691,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
4781,OP52966,Arizona,No,Basic,High School or Below,2011-01-27,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Small
4782,WU14549,Nevada,No,Premium,Master,2011-01-11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4783,WC35801,Arizona,No,Basic,High School or Below,2011-02-07,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
4784,XE65072,Oregon,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4785,YX84828,Oregon,No,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
4786,RB79317,Arizona,No,Extended,Bachelor,2011-01-30,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize
4787,OU76593,Oregon,No,Extended,College,2011-01-21,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4788,LV57595,California,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small
4789,XK83294,California,No,Basic,High School or Below,2011-01-27,Employed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Two-Door Car,Medsize
4790,EV46476,California,No,Basic,Bachelor,2011-02-16,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Small
4791,IA11644,California,No,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer3,Branch,Two-Door Car,Medsize
4792,LW64678,California,No,Premium,Master,2011-02-19,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small
4793,CI38330,Washington,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4794,TW45475,Nevada,No,Extended,College,2011-01-09,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
4795,CA62597,California,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Medsize
4796,JA41698,Nevada,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize
4797,KU42210,Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small
4798,ZU63258,California,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
4799,MP53505,Washington,No,Extended,High School or Below,2011-02-11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Sports Car,Medsize
