,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
4836,CF50291,California,No,Premium,College,2/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small
4837,VF35858,California,No,Basic,Bachelor,2/16/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Luxury Car,Medsize
4838,XG55762,Nevada,No,Extended,Bachelor,2/12/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
4839,EC28314,California,Yes,Basic,Bachelor,1/11/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
4840,GR53936,Oregon,Yes,Basic,Bachelor,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize
4841,DV51398,California,No,Extended,High School or Below,2/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
4842,YF81002,Oregon,No,Extended,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Small
4843,YM20358,Oregon,Yes,Basic,Bachelor,1/17/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small
4844,AZ75509,Arizona,No,Basic,Bachelor,1/14/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
4845,No93155,Arizona,No,Basic,Master,2/12/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4846,FG21322,Oregon,No,Basic,Bachelor,1/22/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
4847,GO44613,Nevada,No,Basic,High School or Below,1/23/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
4848,ZW93288,California,Yes,Extended,Master,2/20/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Medsize
4849,MS67230,Nevada,No,Basic,College,1/27/11,Employed,F,Urban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Two-Door Car,Small
4850,FQ32742,Arizona,No,Basic,Doctor,1/24/11,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
4851,YF30946,California,No,Basic,College,2/19/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4852,TH69908,Washington,No,Extended,College,1/25/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Sports Car,Medsize
4853,QA78691,Nevada,No,Basic,Bachelor,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
4854,NL44360,Oregon,No,Basic,Bachelor,1/23/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
4855,HO77809,Oregon,No,Basic,College,1/27/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
4856,MC30750,Oregon,Yes,Premium,Master,2/13/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize
4857,HU41273,Oregon,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize
4858,VS73599,Arizona,Yes,Basic,College,1/23/11,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4859,TO74000,Oregon,No,Basic,High School or Below,2/8/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
4860,MS45259,Nevada,No,Basic,College,2/27/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize
4861,LI45265,Oregon,No,Basic,Bachelor,1/10/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small
4862,LK70293,Nevada,No,Premium,High School or Below,2/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Large
4863,FY24370,Oregon,No,Basic,Bachelor,2/14/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury Car,Medsize
4864,YE64125,Oregon,No,Basic,College,1/8/11,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
4865,QT39025,Arizona,No,Basic,Bachelor,1/18/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
4866,LO15516,California,No,Basic,Bachelor,1/1/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
4867,FM47139,Oregon,No,Basic,College,2/20/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
4868,LW59140,Arizona,No,Premium,Bachelor,1/4/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Large
4869,JA26024,Oregon,No,Premium,High School or Below,1/25/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
4870,YF16441,California,No,Extended,Bachelor,1/18/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
4871,QT43282,Oregon,No,Basic,Master,2/25/11,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
4872,NL17964,Oregon,No,Basic,High School or Below,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4873,CD27895,California,No,Basic,Bachelor,1/14/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Large
4874,CF62992,Oregon,No,Basic,High School or Below,1/16/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
4875,QK23742,California,No,Basic,College,2/11/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Large
4876,UV64489,Arizona,No,Basic,Bachelor,2/14/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize
4877,ED65109,California,No,Basic,College,1/7/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
4878,SC40169,Oregon,Yes,Basic,College,1/24/11,Retired,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Large
4879,PW88443,Oregon,No,Basic,College,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Small
4880,YZ38778,Oregon,No,Extended,Master,1/18/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Small
4881,EO77382,Arizona,No,Premium,Bachelor,2/14/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
4882,SM42728,California,No,Extended,College,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
4883,PX31667,Washington,No,Basic,High School or Below,2/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
4884,NC35008,Oregon,No,Extended,College,1/28/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Medsize
4885,XC77244,Oregon,Yes,Basic,High School or Below,2/28/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
4886,UM52895,California,No,Basic,Bachelor,1/26/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small
4887,WV39838,Arizona,No,Basic,College,2/8/11,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large
4888,IT92328,Nevada,No,Premium,High School or Below,2/22/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Luxury SUV,Medsize
4889,QD86074,Oregon,Yes,Premium,High School or Below,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Large
4890,WH80404,California,No,Basic,High School or Below,1/28/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
4891,XH20787,California,No,Basic,College,2/18/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
4892,ZU50513,California,No,Basic,Bachelor,1/31/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize
4893,TW42649,Washington,No,Basic,College,2/1/11,Unemployed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Two-Door Car,Medsize
4894,QH46481,Washington,No,Basic,High School or Below,1/26/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize
4895,MQ73697,Nevada,No,Extended,College,2/21/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Two-Door Car,Large
4896,UG48681,Nevada,Yes,Basic,Bachelor,2/19/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4897,ID58230,California,No,Basic,College,1/2/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
4898,DY35486,California,No,Basic,High School or Below,1/29/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Luxury Car,Large
4899,EP64833,California,No,Extended,High School or Below,2/26/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
4900,MC69755,Washington,Yes,Extended,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
4901,ZZ41158,Washington,No,Basic,College,2/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Small
4902,QM59790,Arizona,No,Extended,High School or Below,2/25/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small
4903,LL67008,California,No,Extended,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
4904,ZU69163,California,No,Basic,Doctor,1/21/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4905,EB72052,Oregon,No,Basic,College,2/6/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize
4906,WA60547,California,No,Premium,College,2/13/11,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
4907,RV97631,Oregon,No,Extended,College,2/12/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small
4908,SS20130,Oregon,No,Basic,Bachelor,2/27/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4909,ZI72165,Arizona,No,Basic,High School or Below,1/26/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize
4910,HD29166,Oregon,Yes,Extended,Bachelor,2/27/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
4911,NP30139,Oregon,No,Extended,College,1/15/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Web,Four-Door Car,Medsize
4912,FV54537,California,No,Basic,College,1/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
4913,SG62327,Nevada,No,Basic,High School or Below,2/21/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
4914,FX26050,Oregon,No,Basic,Doctor,1/16/11,Disabled,M,Rural,Married,Special Auto,Special L1,Offer4,Agent,Two-Door Car,Medsize
4915,DU50092,Oregon,No,Premium,College,1/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Web,Luxury SUV,Medsize
4916,EU48798,Nevada,No,Basic,College,2/21/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
4917,WE93328,Nevada,Yes,Extended,High School or Below,1/5/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Small
4918,KP83069,California,No,Basic,High School or Below,1/8/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
4919,GO56075,Oregon,No,Basic,High School or Below,1/24/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
4920,DI19952,Arizona,No,Extended,Bachelor,1/8/11,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
4921,SV58690,California,No,Basic,Bachelor,1/25/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
4922,RF35142,Nevada,Yes,Basic,Bachelor,1/12/11,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
4923,CU69816,California,No,Basic,Bachelor,2/22/11,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
4924,JM67025,Nevada,No,Basic,High School or Below,1/2/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
4925,OB69329,California,Yes,Extended,College,2/16/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
4926,GF19726,Oregon,No,Basic,High School or Below,2/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
4927,FH39427,Nevada,No,Basic,Bachelor,1/29/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Two-Door Car,Medsize
4928,VM69145,California,No,Basic,College,1/17/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4929,GN76399,Nevada,No,Premium,Bachelor,2/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
4930,IV94496,Nevada,No,Extended,High School or Below,1/27/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury SUV,Medsize
4931,NM91640,Oregon,No,Basic,High School or Below,1/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize
4932,DS46955,California,No,Basic,Master,1/2/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
4933,LU82585,Nevada,Yes,Extended,High School or Below,1/7/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Large
4934,QX31376,Oregon,No,Extended,Master,1/4/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small
4935,SQ36805,Oregon,Yes,Basic,Doctor,1/27/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
4936,UY57856,Oregon,No,Extended,College,2/27/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Medsize
4937,OG84541,Arizona,No,Basic,Master,2/24/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Medsize
4938,NT66759,Arizona,No,Extended,College,1/9/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small
4939,PR74307,California,No,Basic,High School or Below,1/23/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
4940,PW15144,Washington,No,Basic,College,1/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
4941,KS89479,Oregon,Yes,Basic,College,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize
4942,QA22158,Arizona,No,Extended,College,2/23/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small
4943,MK32733,California,No,Extended,Bachelor,1/18/11,Unemployed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
4944,WL85494,California,No,Extended,College,2/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Luxury Car,Medsize
4945,RZ79717,Arizona,No,Extended,High School or Below,1/15/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
4946,NS12730,Oregon,No,Extended,Bachelor,2/23/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize
4947,YK32760,Oregon,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize
4948,SS77718,California,No,Extended,Bachelor,1/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large
4949,QP62600,Oregon,No,Basic,Bachelor,1/4/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
4950,ET47892,Oregon,Yes,Premium,College,1/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4951,PS78418,Oregon,No,Basic,Bachelor,2/25/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
4952,SK32629,California,Yes,Extended,College,2/14/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize
4953,LQ79472,Arizona,No,Extended,College,1/17/11,Employed,M,Rural,Single,Corporate Auto,Corporate L2,Offer3,Branch,Two-Door Car,Medsize
4954,AI58500,Arizona,No,Basic,College,2/9/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Small
4955,ME47990,California,No,Extended,High School or Below,1/31/11,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize
4956,KU25309,Oregon,No,Basic,College,2/22/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Medsize
4957,RW66792,California,No,Basic,High School or Below,1/11/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
4958,MN32305,Oregon,No,Basic,College,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
4959,XS98744,Oregon,Yes,Basic,Master,1/28/11,Disabled,F,Suburban,Divorced,Special Auto,Special L1,Offer1,Agent,Four-Door Car,Small
4960,SL19130,Oregon,No,Premium,High School or Below,1/5/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize
4961,JG66653,Oregon,No,Basic,High School or Below,1/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize
4962,GQ17441,Nevada,No,Basic,High School or Below,1/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Large
4963,WL67313,California,No,Extended,College,2/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
4964,LX33054,Oregon,No,Basic,High School or Below,2/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Web,Luxury Car,Medsize
4965,HN97052,Oregon,No,Basic,College,2/24/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4966,EB12732,Oregon,No,Basic,High School or Below,1/31/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
4967,KA29693,California,No,Basic,College,1/13/11,Medical Leave,M,Suburban,Married,Special Auto,Special L1,Offer2,Web,SUV,Medsize
4968,KE41602,Arizona,No,Extended,High School or Below,2/23/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
4969,QF17193,Arizona,No,Basic,College,2/18/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
4970,IQ63581,California,No,Basic,Master,2/21/11,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
4971,MR39613,California,No,Extended,Bachelor,2/1/11,Medical Leave,M,Suburban,Married,Special Auto,Special L2,Offer1,Branch,Sports Car,Small
4972,RQ22171,California,No,Basic,High School or Below,1/30/11,Unemployed,F,Rural,Single,Corporate Auto,Corporate L2,Offer2,Agent,SUV,Medsize
4973,QV89791,California,No,Premium,High School or Below,2/15/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4974,MD15300,California,No,Extended,College,2/5/11,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer4,Web,Two-Door Car,Large
4975,OW33876,Washington,No,Basic,College,2/14/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize
4976,SK12752,California,Yes,Basic,Bachelor,1/30/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize
4977,BW65176,Arizona,No,Extended,College,2/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
4978,XV31269,Oregon,No,Basic,High School or Below,2/13/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Web,Two-Door Car,Medsize
4979,NV94455,Arizona,No,Basic,College,1/10/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize
4980,QA32784,Oregon,No,Extended,Bachelor,2/26/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Sports Car,Medsize
4981,UH41125,Arizona,Yes,Basic,High School or Below,1/5/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
4982,VS28690,Nevada,No,Extended,Master,1/6/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
4983,SD63822,Oregon,No,Basic,Bachelor,1/5/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Small
4984,QE50648,Washington,No,Premium,High School or Below,1/25/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Sports Car,Medsize
4985,EL77795,California,No,Extended,College,1/9/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize
4986,VK98184,Arizona,No,Extended,College,2/19/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize
4987,BR69566,Oregon,No,Basic,College,2/18/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Small
4988,AI16519,Nevada,No,Basic,High School or Below,1/18/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
4989,SN67992,Washington,No,Extended,Bachelor,2/4/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4990,BE31382,Oregon,No,Basic,College,2/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
4991,ZP49970,Oregon,No,Basic,Bachelor,1/26/11,Employed,M,Suburban,Married,Special Auto,Special L2,Offer3,Agent,Two-Door Car,Large
4992,OA23108,Oregon,No,Basic,Doctor,1/28/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize
4993,LY90785,Oregon,No,Basic,Bachelor,2/6/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Small
4994,ZR66788,California,No,Basic,High School or Below,1/8/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4995,BL12371,Arizona,No,Basic,Master,2/3/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
4996,GB68813,Nevada,No,Premium,Bachelor,2/8/11,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Small
4997,IG90926,Arizona,No,Basic,College,2/4/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
4998,CT86614,Arizona,No,Basic,Bachelor,1/30/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Branch,Four-Door Car,Small
4999,BL13393,Oregon,No,Basic,High School or Below,2/20/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
5000,TU33850,Washington,No,Basic,Bachelor,1/25/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
5001,IL25109,Nevada,No,Premium,High School or Below,1/29/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Large
5002,OP67672,Washington,No,Basic,Master,2/14/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize
5003,NW73460,Arizona,No,Basic,High School or Below,1/7/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize
5004,LW57693,Oregon,No,Basic,College,2/16/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
5005,JD81426,Arizona,No,Extended,High School or Below,1/11/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
5006,AM99192,Arizona,No,Basic,College,2/5/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
5007,LQ31287,Oregon,No,Basic,College,2/19/11,Unemployed,F,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
5008,ZU25563,California,Yes,Extended,College,2/19/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
5009,RU75949,Oregon,No,Basic,College,2/28/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize
5010,DV85764,California,No,Extended,High School or Below,1/4/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
5011,VU33725,Oregon,No,Extended,High School or Below,1/10/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Four-Door Car,Medsize
5012,SV43220,Oregon,Yes,Basic,College,1/28/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
5013,WL61717,Arizona,No,Basic,Bachelor,2/22/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
